Region,SbWtrshd,Site_ID,Date,Site_Visit,O,H,Opm,Hpm,P(18O),P(2H),Ps(18O),Ps(2H),18O_snow,2H_snow,18O_rain,2H_rain
Parkland,05FA,56,2014-06-14,2,-8.82,-103.28,-0.00882,-0.10328,-0.019041667,-0.147166667,-0.013375,-0.1035,-25.03333333,-193.521,-13.375,-98.73875
Parkland,05FA,56,2014-06-24,3,-8.59,-92.91,-0.00859,-0.09291,-0.019041667,-0.147166667,-0.013375,-0.1035,-25.03333333,-193.521,-13.375,-98.73875
Parkland,05FA,56,2014-07-02,4,-7.76,-89.07,-0.00776,-0.08907,-0.019041667,-0.147166667,-0.013375,-0.1035,-25.03333333,-193.521,-13.375,-98.73875
Parkland,05FA,56,2014-08-24,5,-3.98,-69.75,-0.00398,-0.06975,-0.019041667,-0.147166667,-0.013375,-0.1035,-25.03333333,-193.521,-13.375,-98.73875
Parkland,05FA,190,2014-05-02,1,-19.96,-161.28,-0.01996,-0.16128,-0.0191,-0.147666667,-0.013425,-0.10375,-25.2,-194.876,-13.425,-99.14525
Parkland,05FA,190,2014-05-18,2,-18.09,-151.91,-0.01809,-0.15191,-0.0191,-0.147666667,-0.013425,-0.10375,-25.2,-194.876,-13.425,-99.14525
Parkland,05FA,190,2014-06-15,3,-14.24,-131.8,-0.01424,-0.1318,-0.0191,-0.147666667,-0.013425,-0.10375,-25.2,-194.876,-13.425,-99.14525
Parkland,05FA,190,2014-06-26,4,-12.31,-121.77,-0.01231,-0.12177,-0.0191,-0.147666667,-0.013425,-0.10375,-25.2,-194.876,-13.425,-99.14525
Parkland,05FA,190,2014-07-26,5,-11.92,-109.51,-0.01192,-0.10951,-0.0191,-0.147666667,-0.013425,-0.10375,-25.2,-194.876,-13.425,-99.14525
Parkland,05FA,BATL,2014-05-09,1,-20.3,-165.17,-0.0203,-0.16517,-0.019566667,-0.150916667,-0.013975,-0.1075,-25.13333333,-194.334,-13.975,-103.61675
Parkland,05FA,BATL,2014-05-20,2,-19.03,-157.66,-0.01903,-0.15766,-0.019566667,-0.150916667,-0.013975,-0.1075,-25.13333333,-194.334,-13.975,-103.61675
Parkland,05FA,BATL,2014-06-05,3,-17.6,-146.31,-0.0176,-0.14631,-0.019566667,-0.150916667,-0.013975,-0.1075,-25.13333333,-194.334,-13.975,-103.61675
Parkland,05FA,BATL,2014-06-21,4,-15.61,-131.01,-0.01561,-0.13101,-0.019566667,-0.150916667,-0.013975,-0.1075,-25.13333333,-194.334,-13.975,-103.61675
Parkland,05FA,JJCOL,2014-05-13,1,-17.94,-145.17,-0.01794,-0.14517,-0.019316667,-0.149083333,-0.013825,-0.1065,-24.76666667,-191.353,-13.825,-102.39725
Parkland,05FA,JJCOL,2014-05-21,2,-16.5,-141.04,-0.0165,-0.14104,-0.019316667,-0.149083333,-0.013825,-0.1065,-24.76666667,-191.353,-13.825,-102.39725
Parkland,05FA,JJCOL,2014-06-06,3,-14.96,-132.55,-0.01496,-0.13255,-0.019316667,-0.149083333,-0.013825,-0.1065,-24.76666667,-191.353,-13.825,-102.39725
Parkland,05FA,JJCOL,2014-06-22,4,-12.85,-121.41,-0.01285,-0.12141,-0.019316667,-0.149083333,-0.013825,-0.1065,-24.76666667,-191.353,-13.825,-102.39725
Parkland,05FA,JJCOL,2014-08-02,5,-11.16,-103.72,-0.01116,-0.10372,-0.019316667,-0.149083333,-0.013825,-0.1065,-24.76666667,-191.353,-13.825,-102.39725
Parkland,05FA,MIQ_2,2014-05-02,1,-16.53,-141.99,-0.01653,-0.14199,-0.019208333,-0.1485,-0.01345,-0.10375,-25.43333333,-196.773,-13.45,-99.3485
Parkland,05FA,MIQ_2,2014-05-17,2,-14.23,-130.26,-0.01423,-0.13026,-0.019208333,-0.1485,-0.01345,-0.10375,-25.43333333,-196.773,-13.45,-99.3485
Parkland,05FA,MIQ_2,2014-06-14,3,-11.51,-116.05,-0.01151,-0.11605,-0.019208333,-0.1485,-0.01345,-0.10375,-25.43333333,-196.773,-13.45,-99.3485
Parkland,05FA,MIQ_2,2014-06-25,4,-10.99,-110.38,-0.01099,-0.11038,-0.019208333,-0.1485,-0.01345,-0.10375,-25.43333333,-196.773,-13.45,-99.3485
Parkland,05FA,MIQ_2,2014-07-24,5,-9.62,-101.61,-0.00962,-0.10161,-0.019208333,-0.1485,-0.01345,-0.10375,-25.43333333,-196.773,-13.45,-99.3485
Parkland,05FC,10,2014-05-05,1,-16.04,-141.65,-0.01604,-0.14165,-0.0191,-0.1475,-0.01355,-0.1045,-24.8,-191.624,-13.55,-100.1615
Parkland,05FC,10,2014-05-25,2,-13.33,-129.53,-0.01333,-0.12953,-0.0191,-0.1475,-0.01355,-0.1045,-24.8,-191.624,-13.55,-100.1615
Parkland,05FC,10,2014-06-09,3,-11.04,-118.36,-0.01104,-0.11836,-0.0191,-0.1475,-0.01355,-0.1045,-24.8,-191.624,-13.55,-100.1615
Parkland,05FC,10,2014-06-27,4,-8.77,-103.62,-0.00877,-0.10362,-0.0191,-0.1475,-0.01355,-0.1045,-24.8,-191.624,-13.55,-100.1615
Parkland,05FC,10,2014-08-14,5,-5.08,-82.8,-0.00508,-0.0828,-0.0191,-0.1475,-0.01355,-0.1045,-24.8,-191.624,-13.55,-100.1615
Parkland,05FC,13,2014-05-04,1,-17.91,-154.35,-0.01791,-0.15435,-0.019091667,-0.147416667,-0.0135,-0.1045,-24.8,-191.624,-13.5,-99.755
Parkland,05FC,13,2014-05-29,2,-10.37,-119.42,-0.01037,-0.11942,-0.019091667,-0.147416667,-0.0135,-0.1045,-24.8,-191.624,-13.5,-99.755
Parkland,05FC,13,2014-06-17,3,-5.775116,-91.566924,-0.00578,-0.09157,-0.019091667,-0.147416667,-0.0135,-0.1045,-24.8,-191.624,-13.5,-99.755
Parkland,05FC,18,2014-05-04,1,-19.38,-161.6,-0.01938,-0.1616,-0.018991667,-0.146666667,-0.013425,-0.1035,-24.8,-191.624,-13.425,-99.14525
Parkland,05FC,18,2014-05-31,2,-13.26,-133.21,-0.01326,-0.13321,-0.018991667,-0.146666667,-0.013425,-0.1035,-24.8,-191.624,-13.425,-99.14525
Parkland,05FC,18,2014-06-17,3,-10.98,-120.61,-0.01098,-0.12061,-0.018991667,-0.146666667,-0.013425,-0.1035,-24.8,-191.624,-13.425,-99.14525
Parkland,05FC,25,2014-05-03,1,-21.58,-172.48,-0.02158,-0.17248,-0.019041667,-0.147083333,-0.01345,-0.10425,-24.76666667,-191.353,-13.45,-99.3485
Parkland,05FC,25,2014-05-30,2,-17.24,-148.83,-0.01724,-0.14883,-0.019041667,-0.147083333,-0.01345,-0.10425,-24.76666667,-191.353,-13.45,-99.3485
Parkland,05FC,25,2014-06-18,3,-13.71,-128.61,-0.01371,-0.12861,-0.019041667,-0.147083333,-0.01345,-0.10425,-24.76666667,-191.353,-13.45,-99.3485
Parkland,05FC,25,2014-07-01,4,-12.82,-118.59,-0.01282,-0.11859,-0.019041667,-0.147083333,-0.01345,-0.10425,-24.76666667,-191.353,-13.45,-99.3485
Parkland,05FC,25,2014-08-19,5,-10.92,-95.31,-0.01092,-0.09531,-0.019041667,-0.147083333,-0.01345,-0.10425,-24.76666667,-191.353,-13.45,-99.3485
Parkland,05FC,30,2014-05-14,1,-12.42,-125.99,-0.01242,-0.12599,-0.018933333,-0.146416667,-0.01335,-0.1035,-24.73333333,-191.082,-13.35,-98.5355
Parkland,05FC,30,2014-05-29,2,-9.15,-109.3,-0.00915,-0.1093,-0.018933333,-0.146416667,-0.01335,-0.1035,-24.73333333,-191.082,-13.35,-98.5355
Parkland,05FC,30,2014-06-17,3,-5.52,-90.02,-0.00552,-0.09002,-0.018933333,-0.146416667,-0.01335,-0.1035,-24.73333333,-191.082,-13.35,-98.5355
Parkland,05FC,30,2014-07-01,4,-11.65,-103.58,-0.01165,-0.10358,-0.018933333,-0.146416667,-0.01335,-0.1035,-24.73333333,-191.082,-13.35,-98.5355
Parkland,05FC,182,2014-05-14,1,-13.71,-136.32,-0.01371,-0.13632,-0.019025,-0.147083333,-0.0134,-0.10375,-24.93333333,-192.708,-13.4,-98.942
Parkland,05FC,182,2014-06-02,2,-8.49,-107.36,-0.00849,-0.10736,-0.019025,-0.147083333,-0.0134,-0.10375,-24.93333333,-192.708,-13.4,-98.942
Parkland,05FC,182,2014-06-25,3,-9.71,-90.2,-0.00971,-0.0902,-0.019025,-0.147083333,-0.0134,-0.10375,-24.93333333,-192.708,-13.4,-98.942
Parkland,05FC,182,2014-07-01,4,-9.73,-95.29,-0.00973,-0.09529,-0.019025,-0.147083333,-0.0134,-0.10375,-24.93333333,-192.708,-13.4,-98.942
Parkland,05FC,187,2014-05-05,1,-10.38,-107.86,-0.01038,-0.10786,-0.019125,-0.147583333,-0.01355,-0.10425,-24.93333333,-192.708,-13.55,-100.1615
Parkland,05FC,187,2014-06-01,2,-8.52,-100.65,-0.00852,-0.10065,-0.019125,-0.147583333,-0.01355,-0.10425,-24.93333333,-192.708,-13.55,-100.1615
Parkland,05FC,187,2014-06-10,3,-7.83,-96.27,-0.00783,-0.09627,-0.019125,-0.147583333,-0.01355,-0.10425,-24.93333333,-192.708,-13.55,-100.1615
Parkland,05FC,187,2014-06-28,4,-6.78,-89.5,-0.00678,-0.0895,-0.019125,-0.147583333,-0.01355,-0.10425,-24.93333333,-192.708,-13.55,-100.1615
Parkland,05FC,187,2014-08-16,5,-5.7,-76.55,-0.0057,-0.07655,-0.019125,-0.147583333,-0.01355,-0.10425,-24.93333333,-192.708,-13.55,-100.1615
Parkland,05FC,200,2014-05-05,1,-11.27,-113.52,-0.01127,-0.11352,-0.019091667,-0.1475,-0.013525,-0.1045,-24.8,-191.624,-13.525,-99.95825
Parkland,05FC,200,2014-05-26,2,-9.51,-105.18,-0.00951,-0.10518,-0.019091667,-0.1475,-0.013525,-0.1045,-24.8,-191.624,-13.525,-99.95825
Parkland,05FC,200,2014-06-09,3,-8.4,-100.12,-0.0084,-0.10012,-0.019091667,-0.1475,-0.013525,-0.1045,-24.8,-191.624,-13.525,-99.95825
Parkland,05FC,200,2014-06-27,4,-7.49,-92.17,-0.00749,-0.09217,-0.019091667,-0.1475,-0.013525,-0.1045,-24.8,-191.624,-13.525,-99.95825
Parkland,05FC,200,2014-08-13,5,-5.19,-80.81,-0.00519,-0.08081,-0.019091667,-0.1475,-0.013525,-0.1045,-24.8,-191.624,-13.525,-99.95825
